Country Name,Country Code,Indicator Name,Indicator Code,Year,Forest Area (% of land)
World,WLD,Forest area (% of land area),AG.LND.FRST.ZS,1998,32.5137430222582
Samoa,WSM,Forest area (% of land area),AG.LND.FRST.ZS,1998,60.8742049469965
"Yemen, Rep.",YEM,Forest area (% of land area),AG.LND.FRST.ZS,1998,1.03983180862549
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,1998,14.715223107931
Zambia,ZMB,Forest area (% of land area),AG.LND.FRST.ZS,1998,63.3928355237493
Zimbabwe,ZWE,Forest area (% of land area),AG.LND.FRST.ZS,1998,47.7138942742665
Aruba,ABW,Forest area (% of land area),AG.LND.FRST.ZS,1999,2.33333333333333
Africa Eastern and Southern,AFE,Forest area (% of land area),AG.LND.FRST.ZS,1999,39.2711724406428
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,1999,1.85278199408184
Africa Western and Central,AFW,Forest area (% of land area),AG.LND.FRST.ZS,1999,21.7134460046563
Angola,AGO,Forest area (% of land area),AG.LND.FRST.ZS,1999,62.4561057190984
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,1999,28.1478102189781
Andorra,AND,Forest area (% of land area),AG.LND.FRST.ZS,1999,34.0425531914894
Arab World,ARB,Forest area (% of land area),AG.LND.FRST.ZS,1999,1.7287756651258
United Arab Emirates,ARE,Forest area (% of land area),AG.LND.FRST.ZS,1999,4.26622078287806
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,1999,12.263208474471
Armenia,ARM,Forest area (% of land area),AG.LND.FRST.ZS,1999,11.6912188268353
American Samoa,ASM,Forest area (% of land area),AG.LND.FRST.ZS,1999,88.82
Antigua and Barbuda,ATG,Forest area (% of land area),AG.LND.FRST.ZS,1999,21.6272727272727
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,1999,17.1850760839853
Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,1999,46.4359306834707
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,1999,11.8852790036878
Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,1999,7.87359813084112
Benin,BEN,Forest area (% of land area),AG.LND.FRST.ZS,1999,37.2929230223484
Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,1999,26.5588815789474
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,1999,14.7524644695398
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,1999,30.4637078550122
Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.5
"Bahamas, The",BHS,Forest area (% of land area),AG.LND.FRST.ZS,1999,50.9350649350649
Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,1999,41.43525390625
Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,1999,40.5437917519166
Belize,BLZ,Forest area (% of land area),AG.LND.FRST.ZS,1999,64.5932924156072
Bermuda,BMU,Forest area (% of land area),AG.LND.FRST.ZS,1999,18.5185185185185
Bolivia,BOL,Forest area (% of land area),AG.LND.FRST.ZS,1999,51.1139324286901
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,1999,66.3867247976224
Barbados,BRB,Forest area (% of land area),AG.LND.FRST.ZS,1999,14.6511627906977
Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,1999,75.6356736242884
Bhutan,BTN,Forest area (% of land area),AG.LND.FRST.ZS,1999,65.2279396984925
Botswana,BWA,Forest area (% of land area),AG.LND.FRST.ZS,1999,31.3006193425441
Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,1999,36.8117756589297
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,1999,38.7982348066329
Central Europe and the Baltics,CEB,Forest area (% of land area),AG.LND.FRST.ZS,1999,32.4140766327281
Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,1999,30.1560539205764
Channel Islands,CHI,Forest area (% of land area),AG.LND.FRST.ZS,1999,4.19191919191919
Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,1999,21.19607360544
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,1999,18.6419116276444
Cote d'Ivoire,CIV,Forest area (% of land area),AG.LND.FRST.ZS,1999,16.8870786163522
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,1999,45.8795900234816
"Congo, Dem. Rep.",COD,Forest area (% of land area),AG.LND.FRST.ZS,1999,63.7709799078097
"Congo, Rep.",COG,Forest area (% of land area),AG.LND.FRST.ZS,1999,65.0278184480234
Colombia,COL,Forest area (% of land area),AG.LND.FRST.ZS,1999,56.7442667868409
Comoros,COM,Forest area (% of land area),AG.LND.FRST.ZS,1999,22.631918323482
Cabo Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,1999,9.25210918114144
Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,1999,56.0563650607129
Caribbean small states,CSS,Forest area (% of land area),AG.LND.FRST.ZS,1999,91.0227750594244
Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,1999,22.3212290502793
Cayman Islands,CYM,Forest area (% of land area),AG.LND.FRST.ZS,1999,53.9583333333333
Cyprus,CYP,Forest area (% of land area),AG.LND.FRST.ZS,1999,18.4588744588745
Czechia,CZE,Forest area (% of land area),AG.LND.FRST.ZS,1999,34.1206548466416
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,1999,32.5193420826408
Djibouti,DJI,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.241587575496117
Dominica,DMA,Forest area (% of land area),AG.LND.FRST.ZS,1999,64.152
Denmark,DNK,Forest area (% of land area),AG.LND.FRST.ZS,1999,14.1896
Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,1999,40.047857586421
Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.666655470370402
East Asia & Pacific (excluding high income),EAP,Forest area (% of land area),AG.LND.FRST.ZS,1999,28.9870559468919
Early-demographic dividend,EAR,Forest area (% of land area),AG.LND.FRST.ZS,1999,24.4897656430502
East Asia & Pacific,EAS,Forest area (% of land area),AG.LND.FRST.ZS,1999,26.1202074970153
Europe & Central Asia (excluding high income),ECA,Forest area (% of land area),AG.LND.FRST.ZS,1999,9.98529138055968
Europe & Central Asia,ECS,Forest area (% of land area),AG.LND.FRST.ZS,1999,37.8584879333955
Ecuador,ECU,Forest area (% of land area),AG.LND.FRST.ZS,1999,55.6477331293284
"Egypt, Arab Rep.",EGY,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.0579335978703099
Euro area,EMU,Forest area (% of land area),AG.LND.FRST.ZS,1999,36.4042137696329
Eritrea,ERI,Forest area (% of land area),AG.LND.FRST.ZS,1999,11.1051485148515
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,1999,33.5876241390357
Estonia,EST,Forest area (% of land area),AG.LND.FRST.ZS,1999,52.7386411889597
Ethiopia,ETH,Forest area (% of land area),AG.LND.FRST.ZS,1999,18.6015
European Union,EUU,Forest area (% of land area),AG.LND.FRST.ZS,1999,37.9544603421232
Fragile and conflict affected situations,FCS,Forest area (% of land area),AG.LND.FRST.ZS,1999,27.6373760294163
Finland,FIN,Forest area (% of land area),AG.LND.FRST.ZS,1999,73.5040841787321
Fiji,FJI,Forest area (% of land area),AG.LND.FRST.ZS,1999,54.7231527093596
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,1999,27.7643243006323
Faroe Islands,FRO,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.0573065902578797
"Micronesia, Fed. Sts.",FSM,Forest area (% of land area),AG.LND.FRST.ZS,1999,91.1885714285714
Gabon,GAB,Forest area (% of land area),AG.LND.FRST.ZS,1999,92.0020258470136
United Kingdom,GBR,Forest area (% of land area),AG.LND.FRST.ZS,1999,12.1373951142893
Georgia,GEO,Forest area (% of land area),AG.LND.FRST.ZS,1999,39.7146351993093
Ghana,GHA,Forest area (% of land area),AG.LND.FRST.ZS,1999,39.3608816032346
Gibraltar,GIB,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.0
Guinea,GIN,Forest area (% of land area),AG.LND.FRST.ZS,1999,28.3399804655706
"Gambia, The",GMB,Forest area (% of land area),AG.LND.FRST.ZS,1999,35.875790513834
Guinea-Bissau,GNB,Forest area (% of land area),AG.LND.FRST.ZS,1999,76.7185277382646
Equatorial Guinea,GNQ,Forest area (% of land area),AG.LND.FRST.ZS,1999,93.544991087344
Greece,GRC,Forest area (% of land area),AG.LND.FRST.ZS,1999,27.6963669511249
Grenada,GRD,Forest area (% of land area),AG.LND.FRST.ZS,1999,52.0588235294118
Greenland,GRL,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.0005359970763795
Guatemala,GTM,Forest area (% of land area),AG.LND.FRST.ZS,1999,39.8133631952221
Guam,GUM,Forest area (% of land area),AG.LND.FRST.ZS,1999,44.4444444444444
Guyana,GUY,Forest area (% of land area),AG.LND.FRST.ZS,1999,94.3256946913894
High income,HIC,Forest area (% of land area),AG.LND.FRST.ZS,1999,35.5836986122306
Honduras,HND,Forest area (% of land area),AG.LND.FRST.ZS,1999,60.7670122441684
Heavily indebted poor countries (HIPC),HPC,Forest area (% of land area),AG.LND.FRST.ZS,1999,32.6440647167888
Croatia,HRV,Forest area (% of land area),AG.LND.FRST.ZS,1999,33.6522983366124
Haiti,HTI,Forest area (% of land area),AG.LND.FRST.ZS,1999,13.8199201741655
Hungary,HUN,Forest area (% of land area),AG.LND.FRST.ZS,1999,21.274420935412
IBRD only,IBD,Forest area (% of land area),AG.LND.FRST.ZS,1999,34.4919703753644
IDA & IBRD total,IBT,Forest area (% of land area),AG.LND.FRST.ZS,1999,33.6753285559761
IDA total,IDA,Forest area (% of land area),AG.LND.FRST.ZS,1999,31.1263477545151
IDA blend,IDB,Forest area (% of land area),AG.LND.FRST.ZS,1999,32.7025128754955
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,1999,56.8603476542447
IDA only,IDX,Forest area (% of land area),AG.LND.FRST.ZS,1999,30.6920932679128
Isle of Man,IMN,Forest area (% of land area),AG.LND.FRST.ZS,1999,6.07017543859649
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,1999,22.6106303330766
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,1999,8.90532733343011
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS,1999,5.71029494830423
Iraq,IRQ,Forest area (% of land area),AG.LND.FRST.ZS,1999,1.86706907195281
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.284827930174564
Israel,ISR,Forest area (% of land area),AG.LND.FRST.ZS,1999,6.9731977818854
Italy,ITA,Forest area (% of land area),AG.LND.FRST.ZS,1999,28.1911529699772
Jamaica,JAM,Forest area (% of land area),AG.LND.FRST.ZS,1999,48.1096952908587
Jordan,JOR,Forest area (% of land area),AG.LND.FRST.ZS,1999,1.10494106980961
Japan,JPN,Forest area (% of land area),AG.LND.FRST.ZS,1999,68.2672153635117
Kazakhstan,KAZ,Forest area (% of land area),AG.LND.FRST.ZS,1999,1.16955872874764
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,1999,6.94192114418245
Kyrgyz Republic,KGZ,Forest area (% of land area),AG.LND.FRST.ZS,1999,6.13374504692388
Cambodia,KHM,Forest area (% of land area),AG.LND.FRST.ZS,1999,61.2020111035577
Kiribati,KIR,Forest area (% of land area),AG.LND.FRST.ZS,1999,1.45679012345679
St. Kitts and Nevis,KNA,Forest area (% of land area),AG.LND.FRST.ZS,1999,42.3076923076923
"Korea, Rep.",KOR,Forest area (% of land area),AG.LND.FRST.ZS,1999,67.2143893842007
Kuwait,KWT,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.264309764309764
Latin America & Caribbean (excluding high income),LAC,Forest area (% of land area),AG.LND.FRST.ZS,1999,51.8109445359777
Lao PDR,LAO,Forest area (% of land area),AG.LND.FRST.ZS,1999,75.6793760831889
Lebanon,LBN,Forest area (% of land area),AG.LND.FRST.ZS,1999,13.5221896383187
Liberia,LBR,Forest area (% of land area),AG.LND.FRST.ZS,1999,85.6821013289037
Libya,LBY,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.123327687918433
St. Lucia,LCA,Forest area (% of land area),AG.LND.FRST.ZS,1999,34.4852459016393
Latin America & Caribbean,LCN,Forest area (% of land area),AG.LND.FRST.ZS,1999,50.9256860404604
Least developed countries: UN classification,LDC,Forest area (% of land area),AG.LND.FRST.ZS,1999,32.5212219384472
Low income,LIC,Forest area (% of land area),AG.LND.FRST.ZS,1999,26.096895495109
Liechtenstein,LIE,Forest area (% of land area),AG.LND.FRST.ZS,1999,41.75
Sri Lanka,LKA,Forest area (% of land area),AG.LND.FRST.ZS,1999,34.8399138893318
Lower middle income,LMC,Forest area (% of land area),AG.LND.FRST.ZS,1999,32.0871727495963
Low & middle income,LMY,Forest area (% of land area),AG.LND.FRST.ZS,1999,30.1371622080358
Lesotho,LSO,Forest area (% of land area),AG.LND.FRST.ZS,1999,1.13702239789196
Late-demographic dividend,LTE,Forest area (% of land area),AG.LND.FRST.ZS,1999,39.5794162818394
Lithuania,LTU,Forest area (% of land area),AG.LND.FRST.ZS,1999,32.1075303126994
Latvia,LVA,Forest area (% of land area),AG.LND.FRST.ZS,1999,51.9742234078455
Morocco,MAR,Forest area (% of land area),AG.LND.FRST.ZS,1999,12.3334416311898
Monaco,MCO,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.0
Moldova,MDA,Forest area (% of land area),AG.LND.FRST.ZS,1999,10.4103343465046
Madagascar,MDG,Forest area (% of land area),AG.LND.FRST.ZS,1999,22.5211472985521
Maldives,MDV,Forest area (% of land area),AG.LND.FRST.ZS,1999,2.73333333333333
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Forest area (% of land area),AG.LND.FRST.ZS,1999,2.10143396187633
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,1999,35.2901977931531
Marshall Islands,MHL,Forest area (% of land area),AG.LND.FRST.ZS,1999,52.2222222222222
Middle income,MIC,Forest area (% of land area),AG.LND.FRST.ZS,1999,30.8581735306492
North Macedonia,MKD,Forest area (% of land area),AG.LND.FRST.ZS,1999,37.4752261108926
Mali,MLI,Forest area (% of land area),AG.LND.FRST.ZS,1999,10.896663634352
Malta,MLT,Forest area (% of land area),AG.LND.FRST.ZS,1999,1.09375
Myanmar,MMR,Forest area (% of land area),AG.LND.FRST.ZS,1999,54.01834164703
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Forest area (% of land area),AG.LND.FRST.ZS,1999,2.49750350897234
Mongolia,MNG,Forest area (% of land area),AG.LND.FRST.ZS,1999,9.22344104009773
Northern Mariana Islands,MNP,Forest area (% of land area),AG.LND.FRST.ZS,1999,69.8369565217391
Mozambique,MOZ,Forest area (% of land area),AG.LND.FRST.ZS,1999,52.655204862789
Mauritania,MRT,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.414359173377316
Mauritius,MUS,Forest area (% of land area),AG.LND.FRST.ZS,1999,20.6128078817734
Malawi,MWI,Forest area (% of land area),AG.LND.FRST.ZS,1999,33.1321595248197
Malaysia,MYS,Forest area (% of land area),AG.LND.FRST.ZS,1999,60.216298889058
North America,NAC,Forest area (% of land area),AG.LND.FRST.ZS,1999,35.93333492969
Namibia,NAM,Forest area (% of land area),AG.LND.FRST.ZS,1999,9.8751261402422
New Caledonia,NCL,Forest area (% of land area),AG.LND.FRST.ZS,1999,45.7974835886214
Niger,NER,Forest area (% of land area),AG.LND.FRST.ZS,1999,1.0971737585853
Nigeria,NGA,Forest area (% of land area),AG.LND.FRST.ZS,1999,27.5111663757041
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,1999,45.698188466013
Netherlands,NLD,Forest area (% of land area),AG.LND.FRST.ZS,1999,10.6067239336493
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,1999,33.1693333771397
Nepal,NPL,Forest area (% of land area),AG.LND.FRST.ZS,1999,40.3488391608392
Nauru,NRU,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.0
New Zealand,NZL,Forest area (% of land area),AG.LND.FRST.ZS,1999,37.2284493562721
OECD members,OED,Forest area (% of land area),AG.LND.FRST.ZS,1999,32.4119536790929
Oman,OMN,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.0096930533117932
Other small states,OSS,Forest area (% of land area),AG.LND.FRST.ZS,1999,26.9736100464875
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,1999,5.91377776048153
Panama,PAN,Forest area (% of land area),AG.LND.FRST.ZS,1999,59.9766747376917
Peru,PER,Forest area (% of land area),AG.LND.FRST.ZS,1999,58.91632890625
Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,1999,24.6712110540967
Palau,PLW,Forest area (% of land area),AG.LND.FRST.ZS,1999,85.7326086956522
Papua New Guinea,PNG,Forest area (% of land area),AG.LND.FRST.ZS,1999,80.1354449498741
Poland,POL,Forest area (% of land area),AG.LND.FRST.ZS,1999,29.5187567338144
Pre-demographic dividend,PRE,Forest area (% of land area),AG.LND.FRST.ZS,1999,31.7014146999539
Puerto Rico (US),PRI,Forest area (% of land area),AG.LND.FRST.ZS,1999,47.1553551296505
"Korea, Dem. People's Rep.",PRK,Forest area (% of land area),AG.LND.FRST.ZS,1999,53.9857486919691
Portugal,PRT,Forest area (% of land area),AG.LND.FRST.ZS,1999,35.9868852459016
Paraguay,PRY,Forest area (% of land area),AG.LND.FRST.ZS,1999,58.512637805185
West Bank and Gaza,PSE,Forest area (% of land area),AG.LND.FRST.ZS,1999,1.50830564784053
Pacific island small states,PSS,Forest area (% of land area),AG.LND.FRST.ZS,1999,66.6045794392523
Post-demographic dividend,PST,Forest area (% of land area),AG.LND.FRST.ZS,1999,31.6069739140712
French Polynesia,PYF,Forest area (% of land area),AG.LND.FRST.ZS,1999,40.4748633879781
Qatar,QAT,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.0
Romania,ROU,Forest area (% of land area),AG.LND.FRST.ZS,1999,27.7286585365854
Russian Federation,RUS,Forest area (% of land area),AG.LND.FRST.ZS,1999,49.3782924744226
Rwanda,RWA,Forest area (% of land area),AG.LND.FRST.ZS,1999,11.7551682205107
South Asia,SAS,Forest area (% of land area),AG.LND.FRST.ZS,1999,23.7962287074111
Saudi Arabia,SAU,Forest area (% of land area),AG.LND.FRST.ZS,1999,0.454484134921779
Senegal,SEN,Forest area (% of land area),AG.LND.FRST.ZS,1999,46.2170051420558
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS,1999,25.0668656716418
Solomon Islands,SLB,Forest area (% of land area),AG.LND.FRST.ZS,1999,90.6870668095749
Sierra Leone,SLE,Forest area (% of land area),AG.LND.FRST.ZS,1999,40.8583679689665
El Salvador,SLV,Forest area (% of land area),AG.LND.FRST.ZS,1999,32.7403474903475
San Marino,SMR,Forest area (% of land area),AG.LND.FRST.ZS,1999,16.6666666666667
Somalia,SOM,Forest area (% of land area),AG.LND.FRST.ZS,1999,12.1014920139
Sub-Saharan Africa (excluding high income),SSA,Forest area (% of land area),AG.LND.FRST.ZS,1999,32.4449403142573
Sub-Saharan Africa,SSF,Forest area (% of land area),AG.LND.FRST.ZS,1999,31.7941041714264
Small states,SST,Forest area (% of land area),AG.LND.FRST.ZS,1999,65.6931392695546
Sao Tome and Principe,STP,Forest area (% of land area),AG.LND.FRST.ZS,1999,60.81875
Suriname,SUR,Forest area (% of land area),AG.LND.FRST.ZS,1999,95.6001151596488
Slovak Republic,SVK,Forest area (% of land area),AG.LND.FRST.ZS,1999,39.532577962578
Slovenia,SVN,Forest area (% of land area),AG.LND.FRST.ZS,1999,60.9980139026812
Sweden,SWE,Forest area (% of land area),AG.LND.FRST.ZS,1999,69.1143043508894
Eswatini,SWZ,Forest area (% of land area),AG.LND.FRST.ZS,1999,27.4456976744186
Seychelles,SYC,Forest area (% of land area),AG.LND.FRST.ZS,1999,73.2608695652174
Syrian Arab Republic,SYR,Forest area (% of land area),AG.LND.FRST.ZS,1999,2.31842420285124
Turks and Caicos Islands,TCA,Forest area (% of land area),AG.LND.FRST.ZS,1999,11.0736842105263
Chad,TCD,Forest area (% of land area),AG.LND.FRST.ZS,1999,5.07520648030496
East Asia & Pacific (IDA & IBRD countries),TEA,Forest area (% of land area),AG.LND.FRST.ZS,1999,28.7981965489198
Europe & Central Asia (IDA & IBRD countries),TEC,Forest area (% of land area),AG.LND.FRST.ZS,1999,38.7891578371085
Togo,TGO,Forest area (% of land area),AG.LND.FRST.ZS,1999,23.4929876815591
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,1999,37.257139501654
Tajikistan,TJK,Forest area (% of land area),AG.LND.FRST.ZS,1999,2.9279794226922
Turkmenistan,TKM,Forest area (% of land area),AG.LND.FRST.ZS,1999,8.78215904496414
Latin America & the Caribbean (IDA & IBRD countries),TLA,Forest area (% of land area),AG.LND.FRST.ZS,1999,51.0839432711655
Timor-Leste,TLS,Forest area (% of land area),AG.LND.FRST.ZS,1999,63.920645595158
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Forest area (% of land area),AG.LND.FRST.ZS,1999,2.49809539381157
Tonga,TON,Forest area (% of land area),AG.LND.FRST.ZS,1999,12.4305555555556
South Asia (IDA & IBRD),TSA,Forest area (% of land area),AG.LND.FRST.ZS,1999,23.7962287074111
Sub-Saharan Africa (IDA & IBRD countries),TSS,Forest area (% of land area),AG.LND.FRST.ZS,1999,31.7941041714264
Trinidad and Tobago,TTO,Forest area (% of land area),AG.LND.FRST.ZS,1999,46.2360623781676
Tunisia,TUN,Forest area (% of land area),AG.LND.FRST.ZS,1999,4.28335929454171
Turkiye,TUR,Forest area (% of land area),AG.LND.FRST.ZS,1999,26.1318594649377
